"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Germany","DEU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19421.7661386233","20940.2397714251","21664.2588599271","21823.6976949635","22756.7767947284","23565.7104390862","24110.8010591348","24627.3449625717","25366.7887938898","26360.1471893926","27277.1103282831","28541.2438705333","29326.9120734283","29988.213385509","31439.5827304623","31968.4674473589","34261.4736480694","36436.5177697672","38028.772143518","37080.3082546896","39263.1877913261","42692.5197566424","43564.1480172353","45273.1010864482","47099.7180322536","48041.7014141257","",
"Djibouti","DJI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2011.66958279446","1916.97978603183","1909.10633043161","1790.42486002225","1781.66721343228","1725.64709532671","1654.48628006692","1639.94219445407","1629.41511711837","1660.91295338901","1677.66125632834","1723.53781184873","1768.42811117602","1833.86381887468","1928.3882154296","2025.13427013832","2158.33085867592","2298.56995873227","2447.95380751391","2557.63970740253","2644.62822884592","2782.97129179065","2932.23334234064","3087.00498518895","3286.64176651131","3491.38014509001","",
"Dominica","DMA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4349.39316694951","4526.52636473136","4715.9109214971","4893.62202500327","5057.43765888766","5265.24147139987","5520.09069526756","5729.67851745425","6120.0583711183","6291.34614000925","6479.32659855024","6660.15257612355","6629.94294863474","7255.77506150702","7668.37113442132","7883.80025983345","8346.56693213672","9096.81296106062","9923.66926851479","9866.20055729965","10029.5674834664","10179.3796378942","10215.4962092813","10413.9856130365","10992.9718053589","10864.5384167666","",
"Denmark","DNK","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18214.3334433556","19033.4351719091","19782.7654275112","20188.2336862267","21644.0870683","22646.1981775895","23712.2338917914","24908.4064767147","25787.4021352676","26653.8293359841","28640.062432903","29517.216403631","30640.3450364796","30784.4161149968","32931.9464984683","34150.1557953743","37317.1164394444","38953.1998862021","41278.328843462","40380.9444701366","43082.7555384582","44403.3941459257","44803.9622367418","46769.0894586901","47847.8393250441","49020.3945096047","",
"Dominican Republic","DOM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3404.30264487857","3482.00882099877","3860.47652718503","4158.2207337715","4265.18460863834","4512.23164578179","4838.46248931405","5227.70421639946","5564.32198615468","5933.91429473882","6312.25919222365","6471.2628086387","6844.5561346219","6858.16025398699","7033.12797009929","7816.30426446262","8788.88662345514","9671.44830394553","10038.0825417456","10072.8236322163","10898.5193877099","11320.8522498071","11702.2469875794","12302.0394094778","13313.8399989038","14237.0619584336","",
"Algeria","DZA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6616.21044990792","6591.11648818117","6704.49234205152","6573.53646367382","6517.88550990663","6777.09380915305","7059.78175787561","7144.00818441004","7477.46379938023","7725.41620300913","8093.28839049068","8416.98831538656","8912.71092825197","9623.43446282523","10180.6713520667","10978.2946666009","11342.048640619","11856.5353677181","12179.2474140308","12263.9311394756","12638.3804104669","13026.1916990679","13449.2699991033","13770.0790170056","14268.1555513446","14688.2033011463","",
"East Asia & Pacific (excluding high income)","EAP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1436.08119227347","1574.53441210375","1751.52136449247","1954.22865305789","2175.86937648466","2403.66566690122","2630.35928203197","2821.61165102037","2844.63978194365","3024.83330590026","3288.28594565251","3547.98148694653","3844.09995491211","4218.75976339391","4674.67200256468","5237.95007362467","5916.35506175937","6748.16291995304","7390.02370000612","7939.92595736263","8746.59924161899","9596.87278943295","10426.6974360028","11266.6986745183","12143.459296606","12967.7166525144","",
"Early-demographic dividend","EAR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2619.61936980757","2765.18649776835","2895.92981797158","3070.73931732263","3179.2348967196","3286.31569847184","3466.60586906629","3615.79764276507","3648.71095012019","3747.63695569247","3937.48286666615","4037.18952329055","4120.87088411658","4339.64497573124","4684.60448034798","5086.25147818578","5536.10610733952","5982.70813685909","6283.52028227109","6416.54500480563","6849.88774283754","7262.62753048178","7563.43487335164","7902.23386405044","8288.20646162418","8646.8541928619","",
"East Asia & Pacific","EAS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3179.49190039514","3420.85655897095","3642.76645010507","3891.72486765793","4189.12136170935","4506.52907010616","4825.5409603951","5074.52965186286","5072.36039967579","5310.80386966081","5708.15442086604","6012.07288663751","6380.53460133571","6796.85806191679","7382.85933330374","8035.72440588163","8823.22628504056","9766.99001086468","10393.2975246418","10788.2121030146","11726.0631231424","12617.050738921","13487.7128890902","14414.5005268083","15281.0037575526","16106.1326987363","",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6420.29418670216","6231.64493548451","5696.05304668975","5460.38965196259","4942.52183035989","4936.50692364351","5014.06545596804","5221.74551456908","5225.61596136504","5399.18346342382","6032.55788860139","6406.58176041485","6850.02664989332","7569.66568063495","8473.40559239312","9505.21710929407","11375.682244227","12663.4380742474","14547.7357629442","14047.9850503834","15026.1696735627","16916.0296050694","17614.8407706728","17571.9312666775","18424.5742876461","18440.9185704307","",
"Europe & Central Asia","ECS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11543.5376531695","11835.655652506","11866.1231964351","11936.6478585267","12153.7888461983","12609.0735674471","13063.670575483","13637.700583191","14122.6666232276","14683.9536243521","15814.5981633337","16647.448870526","17413.0889888441","18070.1137036631","19194.5535404363","20216.72557574","22370.7427362951","23943.554740351","25578.8486882096","24878.1794748037","25935.3236587138","27590.9920407774","28204.0224129192","28873.823972414","29837.4265151694","30428.0551110852","",
"Ecuador","ECU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4829.4195591217","5083.46902050156","5187.93413781756","5294.74090644608","5514.17944611333","5633.17589219181","5714.02672057537","5940.55225103054","6079.38854270804","5768.53565627607","5855.63475390995","6120.93184824907","6360.97067953519","6555.37323506387","7169.97336621095","7664.28983081384","8110.47975384304","8366.13013174685","8920.47736400538","8889.19234856436","9163.15790938064","9926.95249585147","10512.4366955457","11037.5123844553","11506.2044038323","11474.1407727265","",
"Egypt, Arab Rep.","EGY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3887.24153257776","3968.99733576154","4150.73329991421","4286.45406280007","4465.10599594469","4681.09822855046","4912.97752064628","5177.11333576834","5348.06362034946","5659.24771987818","5989.66347992967","6227.45084619439","6353.46591656423","6563.17106345791","6890.97002568685","7297.26576073922","7895.79208353603","8531.59245528598","9159.31537995092","9485.18035499043","9897.74855125737","10071.2052571796","10252.5229815309","10400.4596674073","10585.1245571256","10913.4331673676","",
"Euro area","EMU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16953.8178350597","17926.3237218304","18507.4604990587","18742.3045455568","19556.3902566353","20407.8531966159","21064.1890931641","21915.3468714064","22937.7021242176","23853.784675959","25323.1349743027","26572.0847070348","27558.3426050333","27972.9877788146","29099.672147133","30121.5891244769","32547.5513751765","34411.5154517146","35750.9490542452","34885.6357834297","35881.9112004513","37436.3696722902","37799.4863034486","39016.5609457886","39981.9279302874","41106.9366987542","",
"Eritrea","ERI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","748.791663389895","872.459433471665","1081.12372373396","1129.39873575837","1241.38856798074","1338.25083087561","1345.14625851797","1329.10410041722","1277.34506025173","1374.24999709687","1386.62587887371","1327.699789143","1337.52079595263","1373.42126976381","1365.03912629744","1388.50524954385","1250.46729791456","1282.33384570883","1299.28989642603","1411.15763791112","","","","","",
"Spain","ESP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13626.4458519977","14401.769370558","14794.308110845","14912.5510864752","15518.8112163365","16207.6424014907","16916.966426182","17856.3669378628","19009.9592660685","19907.1614549856","21517.3296358424","22963.3784180161","24363.014919004","25054.4914933685","26198.5835963438","27702.4643073663","30832.970754158","32584.255376474","33463.1144717864","32423.6017350804","31984.1552475027","32067.1924473894","31986.5003550192","32631.4798988637","33687.8955166675","34727.1465090562","",
"Estonia","EST","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6279.79032874009","6825.83813642595","7836.59461658314","8357.092442112","8426.53846687196","9414.01321559989","10326.4215733715","11590.6013813631","13063.9216301701","14429.6235325704","16516.1503251406","19269.0759286412","21955.6569588141","22664.0385041864","20523.3467561224","21623.4451075243","24543.0618760505","26022.465509931","27459.3314270756","28568.4962841273","28987.7583444688","",
"Ethiopia","ETH","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","421.636804384769","390.533475820738","351.944412274695","393.379281411576","400.42560139507","419.646161532685","465.448802099704","473.683582863733","448.89137006874","465.60639970003","490.727655695023","528.081543572876","528.859881970186","512.875394346413","581.837068640305","653.116050603463","725.96060232889","808.518986329786","889.267964839055","949.493897250884","1053.79672527899","1165.21683848196","1256.68220812009","1376.76032887146","1507.20241847384","1628.92313215134","",
"European Union","EUU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14962.4156511691","15602.8439883429","16063.3021919863","16371.3910191244","17155.6261495962","17965.159118282","18690.9139527724","19490.8494689792","20332.0790264446","21132.3619181698","22547.4205102538","23718.8008962793","24723.4499218637","25317.2797867167","26563.4777527457","27494.4082912029","29754.1940606035","31497.2485617224","32917.4506925618","32147.883146983","33275.4660418666","34703.8053640166","35241.3103712781","36478.2213264885","37562.6853539123","38703.5404874767","",
"Fragile and conflict affected situations","FCS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1837.67114959343","1433.76678614642","1524.01982202738","1632.15805428816","1684.08944495764","1733.12815490692","1835.58078805077","1977.50870627786","2210.86304992031","2372.59599068792","2425.82586810645","2494.02526303283","2449.71473009262","2306.07323790926","2665.01154571574","2862.42634724436","3078.95227481946","3252.95672940766","3421.96367230837","3519.62139945286","3691.1659044231","3487.21108153109","3704.13180562263","3888.78608225054","3984.44982242269","4008.47281445842","",
"Finland","FIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18148.2854091483","17547.1607095942","17253.2689219735","17449.3841230046","18443.074458242","19545.0978906759","20058.6836718964","21763.4677603384","23534.6123259906","24768.6467026728","26732.3060722763","27834.3436883879","28567.1712020759","28983.1838806004","31140.1407327897","31993.4072568579","34382.795897492","37688.3519186939","39969.3875987055","37868.7234107015","38812.3188865779","40683.5275821703","40620.176066035","41330.8129652225","41548.4712685272","42309.3892655906","",
"Fiji","FJI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3807.74584642341","3792.63684683482","4065.60605735706","4191.93490266776","4436.94486416819","4583.86043987088","4835.58262449683","4759.30019904711","4828.09622526113","5292.48753218184","5289.88152633412","5498.361895497","5750.99189450481","5917.54345997129","6388.98614354289","6612.72356975206","6895.41250380839","6956.99652977148","7094.67751541983","6977.90918985521","7203.34899291931","7486.74844231023","7707.56274132871","8248.5467592948","8793.96642045047","9323.19840832408","",
"France","FRA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17640.6612717007","18402.6129735228","19028.3545110424","19278.0215060341","20075.1818544378","20845.7723139623","21446.3997408508","22345.5850827868","23454.0563720113","24431.7268482742","26192.6532024335","27679.8583659752","28639.3947556454","28256.6616717193","29169.4564287581","30603.4623968601","32543.3612624991","34150.6017004862","35156.3828412094","34767.1542561666","36026.982564473","37457.2842867589","37645.3102785969","39539.3923471302","40151.8133849079","41016.6515025133","",
"Faroe Islands","FRO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1785.85372967711","1932.81379370426","2003.14891642802","2163.88110885125","2154.18007427484","2322.07449401081","2274.27365125501","2169.60120910157","2263.60289612246","2339.29559266904","2510.50515086319","2618.91831182883","2679.74990347826","2787.44098926455","2777.80899336658","2939.53442052188","3039.7208262904","3073.79489877","3071.64199531639","3140.10038955922","3269.641342827","3410.28408372232","3491.34743635903","3414.71696094972","3347.05218909732","3496.71522478211","",
"Gabon","GAB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12603.2051835089","13451.6837839565","12983.5016278471","13458.5042889638","13888.0622797604","14501.7490277285","14911.5751786557","15631.0953565715","15942.2222388724","14381.1748547885","14090.046627668","14381.5255599484","14241.0243718271","14525.7852032332","14699.893371138","15418.5728414042","14976.1285621503","15884.1750027699","15310.9890255941","14993.9265412302","16004.0545161551","17100.7005205501","17919.0644839789","18805.4939374037","19526.5549877211","20081.0274949182","",
"United Kingdom","GBR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16739.1467649314","17049.9559700355","17454.1128104845","18273.5084128009","19338.1608700388","20182.8181335361","21507.4503156342","22699.1637651219","23232.2408188194","23975.9731743526","26030.7288154422","27358.971886645","28630.3679604992","29898.2358949897","31617.6122824753","32274.7637422006","34332.3012070551","35151.3406865372","36068.0932304","34402.9614641747","35740.7372005297","36456.0021582619","37477.8022932488","39052.0333971002","40745.1870440294","41801.0494791537","",
"Georgia","GEO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5181.45078019479","4194.6275125058","2345.68749676321","1684.85970238017","1557.45939032875","1675.2508754867","1945.33533604973","2227.53890091842","2344.54674370546","2467.86521669245","2590.31856828509","2796.85579565733","3015.44772322732","3460.15084738092","3813.18931396554","4370.33861335034","4991.61790909823","5833.18378248761","6163.75792264895","6054.18918025573","6597.5685567345","7315.0908976643","8026.50712956533","8541.81219639768","9216.32482918236","9599.48220446934","",
"Ghana","GHA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1240.69873117891","1312.51950158235","1355.86903685068","1415.58649108086","1453.92648529924","1506.41530841452","1566.36395721002","1622.29179799744","1678.7180971025","1739.19388510221","1801.41460919715","1869.60584116265","1934.16998590897","2022.45866302055","2138.09845261832","2277.11342968001","2433.30607838652","2539.98632789139","2754.88375489167","2837.0142410633","3021.48497625548","3430.85738867292","3726.64393911061","3967.46739243928","4101.92809773675","4210.49829159139","",
"Gibraltar","GIB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","727.271403011978","730.785162093326","727.95677479639","738.650534129817","744.686412341467","762.210614177916","784.631634623595","818.60065537565","840.863357048911","870.927081624771","897.286629056196","934.675231426864","980.677488981507","994.469033762508","1025.48486284338","1067.17689414582","1101.31151794992","1121.6853850347","1168.5191040596","1142.4936358267","1147.08498591832","1183.85584627942","1219.54715182902","1233.79823632357","1227.34292391477","1208.98609331256","",
"Gambia, The","GMB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","980.460959631056","1008.62150058169","1033.58190293058","1059.13334515164","1053.73489439815","1055.54805209641","1068.54468103731","1108.77533451474","1127.79287766552","1183.69340141779","1239.8559600801","1301.17138581815","1238.55190814164","1307.37336655814","1392.26687054785","1378.25845771719","1391.00494323071","1432.97532680898","1495.87586623572","1553.39443887282","1621.43160048143","1532.49400351483","1599.1796159408","1648.18297933621","1638.58817005369","1679.68438743629","",
"Guinea-Bissau","GNB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","972.758454993868","1032.94407387174","1044.40713554797","1067.55345039245","1100.41482786373","1147.20438913084","1275.43111777337","1351.88554587866","961.581911174098","965.397299769128","1019.0074927436","1042.69745950147","1026.33569084059","1030.71013839591","1065.41802534806","1122.33184628128","1158.33582522122","1200.96927200952","1236.32090764464","1258.32126423525","1299.72561697952","1416.31167237392","1382.50440623005","1382.08341909274","1407.82394494852","1455.80363411069","",
"Equatorial Guinea","GNQ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","730.723419845348","722.406218807633","961.843067554489","1055.9334109166","1215.21288111421","1408.28311154468","2308.8589151246","5674.657110174","6864.05667974928","8467.34109404749","9898.93403043266","15995.7502351207","18764.641104512","21099.4646948666","28958.7560278967","33800.3474435431","36369.4715055005","41745.170756126","48647.6827996417","48205.1921180091","43124.9830622431","45500.226793405","48710.7045639237","46061.3222913101","45218.0978649919","40718.8296838387","",
"Greece","GRC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13290.1818315717","13989.30860339","14298.742476802","14320.2304697656","14842.9694772044","15398.5938508318","16130.0835427736","17142.1596130449","18015.1668036265","18464.7321030753","19503.8794318906","21011.6592287609","22615.9356489706","23868.7332120792","25455.2481156426","25577.5240795599","28535.9234262791","29280.4397580748","30856.0118268477","30396.431358961","28202.8333605299","26141.3195918975","25284.4640766238","26121.4574559943","26453.9199032126","26379.2635307961","",
"Grenada","GRD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4840.28550540453","5107.30787798576","5168.27487301156","5093.87208202374","5286.30865044944","5484.78997036166","5780.21336768742","6130.09396109467","6590.46296992184","7355.20886957412","7649.96963976194","7648.71243333686","8013.32839432602","8922.93665199716","9083.55511765802","10589.962449332","10445.5187785766","11347.0239513504","11640.4165115578","10914.8582820379","10951.8841081545","11221.3623353168","11252.5568168313","11656.1778691733","12684.1967477716","13558.5452183189","",
"Greenland","GRL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3334.69099912521","3485.55504812739","3646.53291687937","3785.09173930729","3923.52585931598","4101.74005354716","4196.84938344102","4348.63715363842","4505.50468232863","4637.17890745863","4796.21111179428","4899.196858509","5042.34542053038","5146.75625610623","5326.04023580309","5544.96404608461","5885.93489377593","6280.30898575722","6468.71337974162","6410.63771207335","6532.75761376872","6798.84273368398","6981.50684408022","7205.59041388614","7485.84423417129","7722.43021744327","",
"Guam","GUM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1892.50901420609","2080.56068805907","2294.25986618154","2533.69499580803","2795.27492202032","2981.57876803334","3259.66122744146","3504.33201550777","3465.49068729526","3608.95728221511","3630.3123261437","3791.75929060517","3890.72388818912","3931.43109904552","4174.70205021337","4222.81026479904","4568.37007372105","5006.18711862501","5188.18198887485","5381.98036281604","5666.10456143657","6077.18603798605","6465.61262829349","6889.2683719958","7254.69542468797","7521.72875794562","",
"High income","HIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18117.9158661154","18862.9982036141","19620.122579331","20241.5121907956","21242.9343677256","22165.9332402086","23155.3811978344","24204.7615422535","25004.6731125306","26057.3613463734","27694.4970765544","28650.1739739305","29580.0027839895","30540.4786936758","32253.0137736968","33819.2119253631","35999.7259196349","37766.2269240122","38695.9283124421","37699.6167797117","39123.5168080011","40679.5225804197","41806.7034061054","43237.3390722991","44490.7111731763","45648.2550816212","",
"Hong Kong SAR, China","HKG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17434.4281415844","18884.6658822744","20347.8732343345","21747.0193384711","23025.9929393426","23592.394270988","23958.7117078361","25399.1694766637","23963.5724778838","24703.1280013364","26962.6745194397","27528.1532046318","28288.2455808124","29792.9010048221","33016.888698069","36437.5441641043","39940.8750570315","43280.9732926787","44800.2171365924","43935.6606744498","47134.5742811972","50085.9593288483","51274.0351999255","53465.1964103371","55463.7403281102","56923.4905391194","",
"Honduras","HND","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2071.68107512938","2149.8825474847","2260.45444999802","2394.39567178998","2352.67992422915","2438.69165326291","2512.51931425556","2622.94931186412","2669.21594720623","2602.8226466575","2757.10627874692","2838.43297640717","2931.45300759655","3065.80678518273","3283.47715656556","3527.93493379774","3804.97733828528","4074.29609723848","4255.01275924702","4113.0305006327","4249.09310308345","4433.71931027629","4632.09510795154","4768.68897272491","4933.04263008583","5095.20405604358","",
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","946.296876371291","958.492183889594","946.175322026501","951.645284813368","948.200659196367","984.867311762747","1029.48650238547","1062.7814270357","1081.74587563384","1103.45909174473","1130.58914570126","1174.69403596934","1198.92462083337","1242.61963961976","1308.7452838971","1395.46642358295","1484.88584947379","1581.38829729412","1662.83173432255","1702.15271284119","1772.65776513676","1847.01111726648","1936.7905340261","2025.4562114774","2116.71223337071","2186.35586224945","",
"Croatia","HRV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7862.06112760375","8795.45583347934","9367.62138257698","9829.28834995487","9748.72540691202","10746.6242553014","11325.5307917811","12283.7506355055","13121.7394142973","14097.6105855696","14859.2585244673","16934.6781218889","18770.7894200505","20246.9194338354","19470.6938531786","19205.3613729581","20704.3817661171","21133.1121454216","21681.2004121944","22002.4800657345","22514.4165886606","",
"Haiti","HTI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1274.7105805129","1307.56178363658","1326.62722536858","1359.41565466585","1378.69172497991","1372.37055629131","1367.56632732581","1377.79431438322","1344.44533011991","1390.7570271797","1442.97352710867","1507.27818703311","1526.15362678103","1561.37425579339","1471.64864918954","1562.30412930488","1614.08582057792","1686.25672011503","1740.95681427364","1757.4356781291","",
"Hungary","HUN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8283.03037352028","8215.46810826489","8372.02111918178","8814.23306723583","9144.82065329752","9316.66293713704","9792.32320228857","10377.7389434404","10873.5459123845","11843.4620156718","13230.6545085535","14516.1537171913","15417.6228890932","16198.9167838325","17014.3267206838","18230.0352103666","18933.8884338158","20586.0892052414","20573.3758957192","21466.5742153699","22729.1844667672","22997.7449269551","24388.3895922538","25516.8470090461","26457.5834546592","",
"IBRD only","IBD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2851.90705087739","2934.50149714289","3020.47275630364","3193.12226551846","3322.30293765266","3480.48275929248","3685.2881170357","3885.61530987882","3961.70053415843","4130.42139961128","4415.58724544071","4634.66934868806","4859.25127153489","5194.95417110661","5698.70193621843","6267.8727684736","7016.32238377507","7780.21714517817","8412.15425091885","8675.42468021754","9392.32248848233","10165.9144070676","10748.7980198976","11290.5386956538","11935.7700387989","12441.2807684107","",
"IDA & IBRD total","IBT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2509.20517056193","2578.65300158826","2647.61206243632","2785.26835175347","2888.76759959898","3018.9990804994","3188.32304706163","3349.24430038824","3411.61570671778","3546.33720207415","3776.92016615339","3954.99120347504","4132.76343260449","4405.22859090353","4830.1431914692","5290.1655993011","5888.53148071869","6495.03109759515","6989.08154723429","7196.20035858752","7751.49285019425","8345.89491931882","8798.23408594846","9223.30889502147","9726.81330339236","10107.5906044162","",
"IDA total","IDA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1286.98406573701","1323.24390317479","1346.14215771766","1374.71961732999","1404.95350411868","1456.40699845776","1523.14424327169","1569.12839000199","1605.69749870416","1647.61310210597","1721.5516590063","1791.87325628637","1845.5788590825","1946.55465778862","2159.22465924232","2316.26191766569","2494.33402346174","2669.68284935427","2801.08906212653","2896.05615632611","3036.40987780825","3175.26408708159","3320.92354200876","3487.27253119247","3670.69257708162","3786.18368050499","",
"IDA blend","IDB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1793.63401606969","1856.68016188546","1912.46923387802","1961.95009985142","2023.02240752712","2093.73826195834","2196.8910786013","2258.94694556453","2311.03182006692","2362.42757398715","2480.51843589015","2566.80727696152","2651.36294656075","2815.44698613046","3233.81014072288","3463.64788852149","3741.3478464254","3993.8927620447","4172.41374504444","4319.6545661527","4519.3870728893","4746.06714183876","4968.30292814775","5202.74076019098","5486.91692053605","5675.57954723095","",
